"placeLabel","toponyms","typeLabel","geometry","cornuData"
"وادي ورغة","وادي ورغة","waters","POINT (-5.30163 34.49584)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Wādī Warġaŧ', 'cornu_URI': 'WADIWARGHA_053W344N_W', 'toponym_arabic': 'وادي ورغة', 'top_type_orig': 'wadi', 'toponym_buckwalter': 'Wadi Wargha', 'toponym_arabic_other': 'وادي ورغة', 'toponym_translit': 'Wādī Warġaŧ', 'coord_lat': '34.49584', 'toponym_search': 'Wadi Wargha', 'region_code': 'Maghrib', 'coord_lon': '-5.30163', 'region_spelled': 'al-Maġrib', 'top_type_hom': 'waters'}"
"اتشكهان","اتشكهان","villages","POINT (56.78965 33.67155)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ataškahān', 'cornu_URI': 'ATASHKAHAN_567E336N_S', 'toponym_arabic': 'أتشكهان', 'top_type_orig': 'village', 'toponym_buckwalter': 'Atashkahan', 'toponym_arabic_other': 'أتشكهان', 'toponym_translit': 'Ataškahān', 'coord_lat': '33.67155', 'toponym_search': 'Atashkahan', 'region_code': 'Mafaza', 'coord_lon': '56.78965', 'region_spelled': 'al-Mafāzaŧ', 'top_type_hom': 'villages'}"
"منف","منف، العزيزية","towns","POINT (31.25648 29.85447)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Manf, al-ʿAzīziyyaŧ', 'cornu_URI': 'MANF_312E298N_S', 'toponym_arabic': 'منف', 'top_type_orig': 'ville', 'toponym_buckwalter': 'Manf, al-Aziziyya', 'toponym_arabic_other': 'منف، العزيزية', 'toponym_translit': 'Manf', 'coord_lat': '29.85447', 'toponym_search': 'Manf, al-Aziziyya', 'region_code': 'Egypt', 'coord_lon': '31.25648', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'towns'}"
"سمسطا","سمسطا","towns","POINT (30.88762 28.96006)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Sumusṭā', 'cornu_URI': 'SUMUSTA_308E289N_S', 'toponym_arabic': 'سمسطا', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Sumusta', 'toponym_arabic_other': 'سمسطا', 'toponym_translit': 'Sumusṭā', 'coord_lat': '28.96006', 'toponym_search': 'Sumusta', 'region_code': 'Egypt', 'coord_lon': '30.88762', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'towns'}"
"جعفراباذ","جعفراباذ","waystations","POINT (51.81266 31.19326)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧaʿfarābāḏ', 'cornu_URI': 'JAFARABADH_518E311N_S', 'toponym_arabic': 'جعفراباذ', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Jafarabadh', 'toponym_arabic_other': 'جعفراباذ', 'toponym_translit': 'Ǧaʿfarābāḏ', 'coord_lat': '31.19326', 'toponym_search': 'Jafarabadh', 'region_code': 'Faris', 'coord_lon': '51.81266', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'waystations'}"
"ضنكان","ضنكان","regions","POINT (42.35312 17.52221)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḍankān', 'cornu_URI': 'DANKAN_423E175N_R', 'toponym_arabic': 'ضنكان', 'top_type_orig': 'region', 'toponym_buckwalter': 'Dankan', 'toponym_arabic_other': 'ضنكان', 'toponym_translit': 'Ḍankān', 'coord_lat': '17.52221', 'toponym_search': 'Dankan', 'region_code': 'Yemen', 'coord_lon': '42.35312', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"برقة","برقة","capitals","POINT (20.84475 32.37576)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Barqaŧ', 'cornu_URI': 'BARQA_208E323N_S', 'toponym_arabic': 'برقة', 'top_type_orig': 'capitale', 'toponym_buckwalter': 'Barqa', 'toponym_arabic_other': 'برقة', 'toponym_translit': 'Barqaŧ', 'coord_lat': '32.37576', 'toponym_search': 'Barqa', 'region_code': 'Barqa', 'coord_lon': '20.84475', 'region_spelled': 'Barqaŧ (Lybia)', 'top_type_hom': 'capitals'}"
"قرية الخوارزميين","قرية الخوارزميين","waystations","POINT (65.56778 37.69255)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qaryaŧ al-Ḫuwārizmiyyīn', 'cornu_URI': 'QARYAKHUWARIZMIYYIN_655E376N_S', 'toponym_arabic': 'قرية الخوارزميين', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Qarya al-Khuwarizmiyyin', 'toponym_arabic_other': 'قرية الخوارزميين', 'toponym_translit': 'Qaryaŧ al-Ḫuwārizmiyyīn', 'coord_lat': '37.69255', 'toponym_search': 'Qarya al-Khuwarizmiyyin', 'region_code': 'Transoxiana', 'coord_lon': '65.56778', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'waystations'}"
"الليث","الليث","waystations","POINT (40.33707 20.18053)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Līṯ', 'cornu_URI': 'LITH_403E201N_S', 'toponym_arabic': 'الليث', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Lith', 'toponym_arabic_other': 'الليث', 'toponym_translit': 'al-Līṯ', 'coord_lat': '20.18053', 'toponym_search': 'al-Lith', 'region_code': 'Jazirat al-Arab', 'coord_lon': '40.33707', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'waystations'}"
"بئر بر","بئر بر، جاه بر","waystations","POINT (57.50413 32.1335)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Biʾr Bar, Ǧāh Bar', 'cornu_URI': 'BIRBAR_575E321N_S', 'toponym_arabic': 'بئر بر', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Bir Bar, Jah Bar', 'toponym_arabic_other': 'بئر بر، جاه بر', 'toponym_translit': 'Biʾr Bar', 'coord_lat': '32.13350', 'toponym_search': 'Bir Bar, Jah Bar', 'region_code': 'Mafaza', 'coord_lon': '57.50413', 'region_spelled': 'al-Mafāzaŧ', 'top_type_hom': 'waystations'}"
"صبرة","صبرة","towns","POINT (12.48146 32.78822)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ṣabraŧ', 'cornu_URI': 'SABRA_124E327N_S', 'toponym_arabic': 'صبرة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Sabra', 'toponym_arabic_other': 'صبرة', 'toponym_translit': 'Ṣabraŧ', 'coord_lat': '32.78822', 'toponym_search': 'Sabra', 'region_code': 'Barqa', 'coord_lon': '12.48146', 'region_spelled': 'Barqaŧ (Lybia)', 'top_type_hom': 'towns'}"
"بغنين","بغنين","regions","POINT (65.00452 32.71541)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Baġnīn', 'cornu_URI': 'BAGHNIN_650E327N_R', 'toponym_arabic': 'بغنين', 'top_type_orig': 'territoire', 'toponym_buckwalter': 'Baghnin', 'toponym_arabic_other': 'بغنين', 'toponym_translit': 'Baġnīn', 'coord_lat': '32.71541', 'toponym_search': 'Baghnin', 'region_code': 'Sijistan', 'coord_lon': '65.00452', 'region_spelled': 'Sijistān (Sīstān)', 'top_type_hom': 'regions'}"
"صهرجات","صهرجات","villages","POINT (31.26672 30.65235)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ṣahraǧāt', 'cornu_URI': 'SAHRAJAT_312E306N_S', 'toponym_arabic': 'صهرجات', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Sahrajat', 'toponym_arabic_other': 'صهرجات', 'toponym_translit': 'Ṣahraǧāt', 'coord_lat': '30.65235', 'toponym_search': 'Sahrajat', 'region_code': 'Egypt', 'coord_lon': '31.26672', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'villages'}"
"العباسية","العباسية","towns","POINT (31.70644 30.53647)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-ʿAbbāsiyyaŧ', 'cornu_URI': 'ABBASIYYA_317E305N_S', 'toponym_arabic': 'العباسية', 'top_type_orig': 'cite', 'toponym_buckwalter': 'al-Abbasiyya', 'toponym_arabic_other': 'العباسية', 'toponym_translit': 'al-ʿAbbāsiyyaŧ', 'coord_lat': '30.53647', 'toponym_search': 'al-Abbasiyya', 'region_code': 'Egypt', 'coord_lon': '31.70644', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'towns'}"
"هجيرة","هجيرة","regions","POINT (43.29934 20.06543)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Huǧayraŧ', 'cornu_URI': 'HUJAYRA_432E200N_R', 'toponym_arabic': 'هجيرة', 'top_type_orig': 'region', 'toponym_buckwalter': 'Hujayra', 'toponym_arabic_other': 'هجيرة', 'toponym_translit': 'Huǧayraŧ', 'coord_lat': '20.06543', 'toponym_search': 'Hujayra', 'region_code': 'Jazirat al-Arab', 'coord_lon': '43.29934', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'regions'}"
"نهر جندرور","نهر جندرور","waters","POINT (73.13025 31.8074)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr Ǧandarūr', 'cornu_URI': 'NAHRJANDARUR_731E318N_W', 'toponym_arabic': 'نهر جندرور', 'top_type_orig': 'riviere', 'toponym_buckwalter': 'Nahr Jandarur', 'toponym_arabic_other': 'نهر جندرور', 'toponym_translit': 'Nahr Ǧandarūr', 'coord_lat': '31.80740', 'toponym_search': 'Nahr Jandarur', 'region_code': 'Sind', 'coord_lon': '73.13025', 'region_spelled': 'al-Sind', 'top_type_hom': 'waters'}"
"اشتيخان","اشتيخان","towns","POINT (66.87902 39.94544)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ištīḫān', 'cornu_URI': 'ISHTIKHAN_668E399N_S', 'toponym_arabic': 'إشتيخان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Ishtikhan', 'toponym_arabic_other': 'إشتيخان', 'toponym_translit': 'Ištīḫān', 'coord_lat': '39.94544', 'toponym_search': 'Ishtikhan', 'region_code': 'Transoxiana', 'coord_lon': '66.87902', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"قرعاء","قرعاء","waystations","POINT (43.81303 30.87576)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qarʿāʾ', 'cornu_URI': 'QARA_438E308N_S', 'toponym_arabic': 'قرعاء', 'top_type_orig': 'puits', 'toponym_buckwalter': 'Qara', 'toponym_arabic_other': 'قرعاء', 'toponym_translit': 'Qarʿāʾ', 'coord_lat': '30.87576', 'toponym_search': 'Qara', 'region_code': 'Badiyat al-Arab', 'coord_lon': '43.81303', 'region_spelled': 'Badiyyaŧ al-ʿarab', 'top_type_hom': 'waystations'}"
"المولتان","المولتان","towns","POINT (71.40071 30.17568)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Mūltān', 'cornu_URI': 'MULTAN_714E301N_S', 'toponym_arabic': 'المولتان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'al-Multan', 'toponym_arabic_other': 'المولتان', 'toponym_translit': 'al-Mūltān', 'coord_lat': '30.17568', 'toponym_search': 'al-Multan', 'region_code': 'Sind', 'coord_lon': '71.40071', 'region_spelled': 'al-Sind', 'top_type_hom': 'towns'}"
"جوسية","جوسية","towns","POINT (36.56409 34.44699)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧūsiyaŧ', 'cornu_URI': 'JUSIYA_365E344N_S', 'toponym_arabic': 'جوسية', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Jusiya', 'toponym_arabic_other': 'جوسية', 'toponym_translit': 'Ǧūsiyaŧ', 'coord_lat': '34.44699', 'toponym_search': 'Jusiya', 'region_code': 'Sham', 'coord_lon': '36.56409', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'towns'}"
"وادي موسى","وادي موسى","villages","POINT (35.47226 30.33334)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Wādī Mūsá', 'cornu_URI': 'WADIMUSA_354E303N_S', 'toponym_arabic': 'وادي موسى', 'top_type_orig': 'village', 'toponym_buckwalter': 'Wadi Musa', 'toponym_arabic_other': 'وادي موسى', 'toponym_translit': 'Wādī Mūsá', 'coord_lat': '30.33334', 'toponym_search': 'Wadi Musa', 'region_code': 'Sham', 'coord_lon': '35.47226', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'villages'}"
"تل اعفر","تل اعفر","towns","POINT (42.49401 36.36312)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Tall Aʿfar', 'cornu_URI': 'TALLAFAR_424E363N_S', 'toponym_arabic': 'تل أعفر', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Tall Afar', 'toponym_arabic_other': 'تل أعفر', 'toponym_translit': 'Tall Aʿfar', 'coord_lat': '36.36312', 'toponym_search': 'Tall Afar', 'region_code': 'Aqur', 'coord_lon': '42.49401', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'towns'}"
"بعلبك","بعلبك","towns","POINT (36.19213 34.01251)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Baʿlabakk', 'cornu_URI': 'BALABAKK_361E340N_S', 'toponym_arabic': 'بعلبك', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Balabakk', 'toponym_arabic_other': 'بعلبك', 'toponym_translit': 'Baʿlabakk', 'coord_lat': '34.01251', 'toponym_search': 'Balabakk', 'region_code': 'Sham', 'coord_lon': '36.19213', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'towns'}"
"كوار","كوار","waystations","POINT (52.69768 29.21962)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Kuwār', 'cornu_URI': 'KUWAR_526E292N_S', 'toponym_arabic': 'كوار', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Kuwar', 'toponym_arabic_other': 'كوار', 'toponym_translit': 'Kuwār', 'coord_lat': '29.21962', 'toponym_search': 'Kuwar', 'region_code': 'Faris', 'coord_lon': '52.69768', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'waystations'}"
"برذعة","برذعة","capitals","POINT (47.23624 40.45334)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Barḏaʿaŧ', 'cornu_URI': 'BARDHAA_472E404N_S', 'toponym_arabic': 'برذعة', 'top_type_orig': 'capitale', 'toponym_buckwalter': 'Bardhaa', 'toponym_arabic_other': 'برذعة', 'toponym_translit': 'Barḏaʿaŧ', 'coord_lat': '40.45334', 'toponym_search': 'Bardhaa', 'region_code': 'Rihab', 'coord_lon': '47.23624', 'region_spelled': 'al-Riḥāb (Caucasus)', 'top_type_hom': 'capitals'}"
"جرم","جرم","towns","POINT (70.92564 36.80704)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧirm', 'cornu_URI': 'JIRM_709E368N_S', 'toponym_arabic': 'جرم', 'top_type_orig': 'canton', 'toponym_buckwalter': 'Jirm', 'toponym_arabic_other': 'جرم', 'toponym_translit': 'Ǧirm', 'coord_lat': '36.80704', 'toponym_search': 'Jirm', 'region_code': 'Khurasan', 'coord_lon': '70.92564', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'towns'}"
"ثات ورداع","ثات ورداع","regions","POINT (44.76857 14.4846)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ṯāt wa-Radāʿ', 'cornu_URI': 'THATWA-RADA_447E144N_R', 'toponym_arabic': 'ثات ورداع', 'top_type_orig': 'region', 'toponym_buckwalter': 'That wa-Rada', 'toponym_arabic_other': 'ثات ورداع', 'toponym_translit': 'Ṯāt wa-Radāʿ', 'coord_lat': '14.48460', 'toponym_search': 'That wa-Rada', 'region_code': 'Yemen', 'coord_lon': '44.76857', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"ارجدونة","ارجدونة","towns","POINT (-4.42886 37.08687)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Arǧidūnaŧ', 'cornu_URI': 'ARJIDUNA_044W370N_S', 'toponym_arabic': 'أرجدونة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Arjiduna', 'toponym_arabic_other': 'أرجدونة', 'toponym_translit': 'Arǧidūnaŧ', 'coord_lat': '37.08687', 'toponym_search': 'Arjiduna', 'region_code': 'Andalus', 'coord_lon': '-4.42886', 'region_spelled': 'al-Andalus (Spain)', 'top_type_hom': 'towns'}"
"شبورقان","شبورقان، اشبورقان","towns","POINT (65.78352 36.65136)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Šabūrqān, Ušbūrqān', 'cornu_URI': 'SHABURQAN_657E366N_S', 'toponym_arabic': 'شبورقان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Shaburqan, Ushburqan', 'toponym_arabic_other': 'شبورقان، أشبورقان', 'toponym_translit': 'Šabūrqān', 'coord_lat': '36.65136', 'toponym_search': 'Shaburqan, Ushburqan', 'region_code': 'Khurasan', 'coord_lon': '65.78352', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'towns'}"
"فرج","فرج","towns","POINT (55.16805 28.31921)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Furǧ', 'cornu_URI': 'FURJ_551E283N_S', 'toponym_arabic': 'فرج', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Furj', 'toponym_arabic_other': 'فرج', 'toponym_translit': 'Furǧ', 'coord_lat': '28.31921', 'toponym_search': 'Furj', 'region_code': 'Faris', 'coord_lon': '55.16805', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'towns'}"
"قصر ابن نازع","قصر ابن نازع، قصر بنو نازع","waystations","POINT (40.3276 37.40829)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qaṣr Ibn Nāziʿ, Qaṣr Banū Nāziʿ', 'cornu_URI': 'QASRIBNNAZI_403E374N_S', 'toponym_arabic': 'قصر إبن نازع', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Qasr Ibn Nazi, Qasr Banu Nazi', 'toponym_arabic_other': 'قصر إبن نازع، قصر بنو نازع', 'toponym_translit': 'Qaṣr Ibn Nāziʿ', 'coord_lat': '37.40829', 'toponym_search': 'Qasr Ibn Nazi, Qasr Banu Nazi', 'region_code': 'Aqur', 'coord_lon': '40.32760', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'waystations'}"
"الجرزوان","الجرزوان","regions","POINT (65.87895 35.88517)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ǧurzuwān', 'cornu_URI': 'JURZUWAN_658E358N_R', 'toponym_arabic': 'الجرزوان', 'top_type_orig': 'region', 'toponym_buckwalter': 'al-Jurzuwan', 'toponym_arabic_other': 'الجرزوان', 'toponym_translit': 'al-Ǧurzuwān', 'coord_lat': '35.88517', 'toponym_search': 'al-Jurzuwan', 'region_code': 'Khurasan', 'coord_lon': '65.87895', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'regions'}"
"الرافقة","الرافقة","villages","POINT (30.73593 30.6947)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Rāfiqaŧ', 'cornu_URI': 'RAFIQA_307E306N_S', 'toponym_arabic': 'الرافقة', 'top_type_orig': 'localite', 'toponym_buckwalter': 'al-Rafiqa', 'toponym_arabic_other': 'الرافقة', 'toponym_translit': 'al-Rāfiqaŧ', 'coord_lat': '30.69470', 'toponym_search': 'al-Rafiqa', 'region_code': 'Egypt', 'coord_lon': '30.73593', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'villages'}"
"زرودووة","زرودووة","waystations","POINT (54.85047 29.41342)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Zarūdūwaŧ', 'cornu_URI': 'ZARUDUWA_548E294N_S', 'toponym_arabic': 'زرودووة', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Zaruduwa', 'toponym_arabic_other': 'زرودووة', 'toponym_translit': 'Zarūdūwaŧ', 'coord_lat': '29.41342', 'toponym_search': 'Zaruduwa', 'region_code': 'Faris', 'coord_lon': '54.85047', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'waystations'}"
"شذونة","شذونة، شدونة","towns","POINT (-5.91433 36.4664)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Šaḏūnaŧ, Šadūnaŧ', 'cornu_URI': 'SHADHUNA_059W364N_S', 'toponym_arabic': 'شذونة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Shadhuna, Shaduna', 'toponym_arabic_other': 'شذونة، شدونة', 'toponym_translit': 'Šaḏūnaŧ', 'coord_lat': '36.46640', 'toponym_search': 'Shadhuna, Shaduna', 'region_code': 'Andalus', 'coord_lon': '-5.91433', 'region_spelled': 'al-Andalus (Spain)', 'top_type_hom': 'towns'}"
"فرغانة","فرغانة","regions","POINT (72.02839 40.33989)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Farġānaŧ', 'cornu_URI': 'FARGHANA_720E403N_R', 'toponym_arabic': 'فرغانة', 'top_type_orig': 'region', 'toponym_buckwalter': 'Farghana', 'toponym_arabic_other': 'فرغانة', 'toponym_translit': 'Farġānaŧ', 'coord_lat': '40.33989', 'toponym_search': 'Farghana', 'region_code': 'Transoxiana', 'coord_lon': '72.02839', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'regions'}"
"ماس","ماس","sites","POINT (51.91938 31.44454)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Mās', 'cornu_URI': 'MAS_519E314N_O', 'toponym_arabic': 'ماس', 'top_type_orig': 'site', 'toponym_buckwalter': 'Mas', 'toponym_arabic_other': 'ماس', 'toponym_translit': 'Mās', 'coord_lat': '31.44454', 'toponym_search': 'Mas', 'region_code': 'Faris', 'coord_lon': '51.91938', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'sites'}"
"خاتونكث","خاتونكث","towns","POINT (69.39376 41.4306)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḫātūnkaṯ', 'cornu_URI': 'KHATUNKATH_693E414N_S', 'toponym_arabic': 'خاتونكث', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Khatunkath', 'toponym_arabic_other': 'خاتونكث', 'toponym_translit': 'Ḫātūnkaṯ', 'coord_lat': '41.43060', 'toponym_search': 'Khatunkath', 'region_code': 'Transoxiana', 'coord_lon': '69.39376', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
